layer,unit,explanation,AUC,U1,p,MAD
40,4965,"possessive pronouns and connecting words, focusing on ownership and relationships.",0.9189,811.0,5.036953697823791e-06,1.3224407846033652
40,3948, words and phrases related to various forms of differentiation and distinction.,0.0496,9504.0,9.275117733418475e-07,-1.1099414452241332
40,4055," numbers related to technical specifications, particularly in electronics.",0.3079,6921.0,0.0364093607478734,-0.47891387747109376
40,824,"phrases related to secrecy, confidentiality, and keeping information hidden.",0.8245,1755.0,0.00040810932856932765,0.749307110596737
40,1823," web addresses, dates, and numbers.",0.012000000000000012,9880.0,1.0603467810907552e-07,-1.2601397896325868
40,5557,relevant numerical values and their associated units or measurements.,0.7759,2241.0,0.0026531779836762386,0.4714502053394156
40,1516,"words related to rules, laws, and regulations.",0.0011000000000000012,9989.0,5.485232663027702e-08,-2.129138368028401
40,364," combinations of letters and numbers, often related to technical specifications or codes.",0.8599,1401.0,8.838167777727851e-05,0.9220988032016748
40,4808, phrases related to groups or teams working together.,0.0003000000000000003,9997.0,5.2233768642952676e-08,-2.456594763935756
40,3612, numeric values and codes.,0.4557,5443.0,0.6297418577890953,-0.3709496195958832
40,6364, parts of sentences with multiple connecting words or phrases.,0.008800000000000007,9912.0,8.750382036173956e-08,-3.0592343757457003
40,3515," groups, organizations, and collective nouns.",0.003500000000000003,9965.0,6.349416600481911e-08,-2.323208254425016
40,556, words and phrases related to projects or activities.,0.0002000000000000002,9998.0,5.191509412250656e-08,-1.902778761343673
40,183, words and phrases related to job markets and employment situations.,0.019800000000000005,9802.0,1.6851578218297106e-07,-1.0780721820022952
40,3254, phrases describing relationships or connections between items or concepts.,0.0,10000.0,5.1283388415865974e-08,-4.58545437477055
40,6067, proper nouns related to political figures and events.,0.9520000000000001,480.0,8.485483344974016e-07,2.0197965048481117
40,3636, action-related phrases in various contexts.,0.019300000000000005,9807.0,1.636194262544681e-07,-1.9428882941324284
40,1555, words and phrases related to finance and monetary transactions.,0.1544,8456.0,0.00016677479415168938,-1.0001962849961263
40,6106,locations and names of companies or organizations.,0.0020000000000000018,9980.0,5.795032743408495e-08,-1.782743564684934
40,4244, words related to controversial or sensitive issues.,0.7637,2363.0,0.004073848650151943,0.30374568120317874
