layer,unit,explanation,AUC,U1,p,MAD
0,5960,"Mechanical components and systems for material handling, drilling, anchoring, and structural support.",0.9731000000000001,269.0,2.553485896812999e-07,2.3596050736987353
0,5960,"Spiritual discernment between soul and spirit, theatrical and artistic expression, media and entertainment culture, visual storytelling and photography, and the conveyance of intense or transformative experiences.",0.988,120.0,1.0603467810907552e-07,3.2421206586899736
0,5960,"Educational credentials, construction trades, and legal or contractual obligations.",0.8676,1324.0,6.218958791065973e-05,1.0899870957066202
0,5960,"Creating and customizing unique, elegant, or decorative items for personal or special occasions, often emphasizing craftsmanship, beauty, and individuality.",0.9817,183.0,1.5423606750129356e-07,2.7115951182959113
0,3696,"Colon use in structured statements and lists, with emphasis on formatting and punctuation in written instructions or explanations.",0.01090000000000001,9891.0,9.92726865362816e-08,-1.3273345631453484
0,3696,"Feature extraction and categorization in digital environments involving location, financial tools, and user interface elements.",0.0,10000.0,5.1283388415865974e-08,-1.5777309075510997
0,3696,"Geographical locations, years, and punctuation marks such as colons indicating structured or catalog-like information.",0.026600000000000013,9734.0,2.509331060684086e-07,-1.2613891887364639
0,3696,"Color representation, formatting, and visual design in digital or artistic contexts.",0.0040000000000000036,9960.0,6.545378464822621e-08,-1.454696420804882
0,3696,Data categorization and systematization in structured environments,0.00030000000000000024,9997.0,5.2233768642952676e-08,-1.513097327901073
0,3533,"Contractual obligations involving third-party business acquisition, storage facilities, and service agreements with automatic renewal clauses.",0.6211,3789.0,0.1872350698113988,0.11177187290258063
0,3533,Numerical indicators of event timelines and structured procedures within formal or administrative contexts,0.8992,1008.0,1.369986027946551e-05,1.8174454459758727
0,3533,"Data transfer mechanisms and their safety, particularly in the context of movement between different environments or systems, including physical, digital, and procedural transfers.",0.8979999999999999,1020.0,1.4540037459304276e-05,1.418995436668602
0,3533,Box design for decorative and packaging purposes with emphasis on visual appeal and presentation.,0.7552000000000001,2448.0,0.005439553054489155,0.5918793743639854
0,3533,"Collecting and valuing items based on their rarity, condition, and historical or sentimental significance.",0.4754,5246.0,0.7891113566658539,-0.22003381854669984
0,3124,"Setting up and managing technical environments with automation and scripting, focusing on development tools, containerization, and system configurations.",0.004700000000000004,9953.0,6.829596580492863e-08,-0.9079231461582856
0,3124,"Antigenic changes in influenza viruses, their molecular analysis, and the implications for vaccine evasion and transmissibility.",0.9881,119.0,1.054019811518321e-07,3.605229311103561
0,3124,"Products designed for specific functional or aesthetic purposes, with an emphasis on customization, comfort, and brand identity.",0.001300000000000001,9987.0,5.552658549556701e-08,-1.0196368271162266
0,3124,"Biological research involving gene expression in human and animal tissues, including cell lines and developmental stages, often in the context of disease, molecular profiles, and experimental models.",0.998,20.0,5.795032743408495e-08,7.64226806101223
0,3124,"A feature activated by references to specific time frames, personal life stages, and activities associated with growth, development, and creative or educational engagement.",0.016000000000000014,9840.0,1.345871789755623e-07,-0.7904578859712109
0,1149,"First-person perspective, introspection, and self-reflection.",0.6182000000000001,3818.0,0.19802175730756222,0.21132074803083337
0,1149,"Identification of individuals or devices, self-referential expressions, and personal experiences.",0.11830000000000002,8817.0,3.211021646036406e-05,-1.0999150407919367
0,1149,"First-person perspective with high self-reference and personal reflection, often discussing individual experiences, emotions, and actions, particularly in the context of creative, domestic, or personal projects.",0.5740999999999999,4259.0,0.4198093171598857,0.21648066890094322
0,1149,"Religious groups with hierarchical structures, claims of divine authority, and distinct theological doctrines.",0.018700000000000005,9813.0,1.5792522752465923e-07,-1.8607523009416387
0,1149,Self-reflection and personal growth through internal awareness and questioning one's role in the world.,0.44300000000000006,5570.0,0.5349596964350538,0.12008111433879322
0,6114,"Numbers in patent filings, technical identifiers, and legal document references with associated procedural or regulatory contexts.",0.8253000000000001,1747.0,0.0003948543691640168,1.2436327924402413
0,6114,"Dates and numerical identifiers associated with data entries and timestamps, including years, months, days, and specific time markers, often used in logging, tracking, or categorizing information.",0.9389000000000001,611.0,1.7430690423392723e-06,3.2104284038218616
0,6114,"Biological arthropods with segmented bodies, eight legs in adulthood, life cycles involving molting stages, and ecological roles in disease transmission and ecosystem dynamics.",0.5796000000000001,4204.0,0.38612124441895135,0.11984961447779265
0,6114,"Numbers indicating dates, rankings, or measurements, names of people or places, and terms associated with competitions, sports, or events.",0.4819,5181.0,0.8441020423247378,-0.15044999456483032
0,6114,"Legal systems, court procedures, and geographical locations in the United States, particularly in relation to legal responsibilities and civic duties.",0.4748,5252.0,0.7840834232123394,-0.1519838369299163
0,3279,"Medical mission trips to various countries, providing healthcare and treatment to individuals in need, and highlighting the impact of volunteers and donors on these efforts.",0.8907,1093.0,2.0810526787591483e-05,1.3045749205260553
0,3279,"Medical procedures, respiratory functions, and therapeutic techniques involving breath control, patient care, and physical rehabilitation.",0.8771,1229.0,3.9936890818023844e-05,1.208295833834123
0,3279,"Describing the activation patterns of a neuron in a language model involves identifying the linguistic and contextual features that consistently trigger its response across a set of text excerpts. Each text excerpt starts with a "">"" and is labeled with a unique identifier. Within these texts, specific spans of words, often enclosed in [delimiters], are highlighted to indicate areas of high activation for the neuron. The task is to analyze these highlighted spans and their surrounding context to determine the overarching patterns or themes that activate the neuron.The provided texts are diverse in content, ranging from discussions about horsemanship and communication with animals to technical questions about drones and franchising. Despite this diversity, a recurring pattern can be observed in the highlighted spans and their contexts. The neuron appears to be activated by the presence of certain types of linguistic structures and thematic elements that are consistently present in the highlighted spans.One of the most notable patterns is the presence of specific words or phrases that denote actions, processes, or interactions. For example, the word ""clarify"" appears in multiple texts, indicating a need for explanation or understanding. Similarly, the word ""refer"" is used to denote a reference to a specific topic or entity. These words are often used in the context of communication, instruction, or explanation, suggesting that the neuron is activated by the presence of such linguistic structures.Another recurring theme is the presence of words that denote actions or processes related to problem-solving or decision-making. For example, the word ""handle"" is used in the context of dealing with a situation or issue, and the word ""include"" is used to denote the incorporation of certain elements or factors into a process or decision. These words are often used in the context of problem-solving, suggesting that the neuron is activated by the presence of such linguistic structures.The neuron also appears to be activated by the presence of words that denote a sense of urgency or importance. For example, the word ""important"" is used in the context of emphasizing the significance of a particular issue or action. Similarly, the word ""urgent"" is used to denote a need for immediate action or attention. These words are often used in the context of emphasizing the importance of a particular issue or action, suggesting that the neuron is activated by the presence of such linguistic structures.In addition to these patterns, the neuron also appears to be activated by the presence of words that denote a sense of responsibility or obligation. For example, the word ""responsible"" is used in the context of emphasizing the need for accountability or responsibility in a particular situation. Similarly, the word",0.8642,1358.0,7.26905843816458e-05,1.1114266055501096
0,3279,"Cleaning maintenance in residential environments, particularly focusing on surfaces and structures like baseboards, involves systematic approaches to address dirt, debris, and wear. The process often includes using tools such as vacuums, steam mops, and specific cleaning techniques to ensure thorough and efficient results. Emphasis is placed on planning, step-by-step execution, and the use of appropriate equipment to maintain cleanliness and prevent reaccumulation of contaminants.",0.8939,1061.0,1.7797022353421268e-05,1.3380716307513167
0,3279,"Strong emotional experiences, spiritual connection, and self-reflection.",0.8743000000000001,1257.0,4.5553991525246086e-05,1.2270726352711046
0,440,"Certification processes, validation of standards, and assurance of quality or credibility in various contexts including medical, technical, and environmental fields.",0.0011000000000000012,9989.0,5.485232663027702e-08,-4.059367113933343
0,440,"Financial transactions, secure data handling, and professional qualifications in education or technology.",0.014400000000000013,9856.0,1.223706911806164e-07,-2.8768789249739557
0,440,Steel-toed work boots with heavy-duty features,0.044700000000000004,9553.0,7.056232725918202e-07,-1.9237343367708153
0,440,"Concepts of gratitude, acknowledgment, and recognition of value in relationships or experiences.",0.1393,8607.0,8.523904470344001e-05,-1.2829934164587655
0,440,"Legal entitlement and responsibility in property, asset, and rights management.",0.017200000000000014,9828.0,1.4451548583541966e-07,-2.713681602221833
0,4405,"Alcohol-based beverages, particularly cocktails, and their preparation methods, ingredients, and variations  Culinary techniques involving blending, mixing, and layering ingredients for flavor and texture  Sweet and savory food items, including baked goods, desserts, and candy-related recipes  Cultural and regional food traditions, especially those involving specific ingredients or preparation styles  Commercial and retail practices, including sales events, product releases, and online shopping  Hair care routines and beauty products, focusing on maintaining healthy, attractive hair  Fitness and weight management, including dieting strategies and lifestyle changes  Crafting and DIY activities, especially those involving art, paper, and home décor  Wedding and event planning, including decorations, toppers, and themed items  Children's toys, dolls, and accessories, particularly those with cultural or branded significance  Technology and online platforms, such as social media, e-commerce, and digital marketing  Educational and informational content about food, health, and lifestyle choices  Festive and holiday-related themes, including Halloween, Christmas, and themed recipes or decorations  Restaurant reviews and dining experiences, especially those with cultural or unique offerings",0.011300000000000011,9887.0,1.0168183573247629e-07,-2.0775793553221154
0,4405,Mandatory policies and administrative requirements in institutional or governmental contexts,0.09120000000000002,9088.0,8.459741581010654e-06,-1.8452364701094732
0,4405,"India, government, and military operations in geopolitical contexts involving Afghanistan and regional security concerns",0.053600000000000016,9464.0,1.157094252515528e-06,-1.5289857600934504
0,4405,"Installation services in specific locations, often involving materials, equipment, or technical processes, with an emphasis on customized or specialized solutions.",0.03750000000000001,9625.0,4.6980425896452227e-07,-1.5388760256760023
0,4405,"Institutional or governmental initiatives related to education, technology, and policy implementation in specific geographic or organizational contexts.",0.007200000000000007,9928.0,7.945558028199424e-08,-2.276413089175564
0,5781,"Legal professionals and individuals involved in legal proceedings, public officials and roles in governance, and personal and family relationships in the context of legal or formal situations.",0.8028,1972.0,0.0009724835825171231,1.293741875266021
0,5781,"Mathematical concepts, religious figures, and personal or professional identities in specific contexts.",0.6468,3532.0,0.10986585458401533,0.16132668631289354
0,5781,"Music composition, performance parts, and publishing details for classical works, particularly those by Dmitri Shostakovich, including instrumentation, editions, and technical specifications.",0.5032,4968.0,0.9726233427210386,-0.15070798592324972
0,5781,Political figures in leadership roles engaging in public discourse or governance,0.3283,6717.0,0.06147350608361188,-0.4532422191884363
0,5781,"Prominent individuals in sports, entertainment, and public life, along with specific roles and achievements, across various events and contexts.",0.8412000000000001,1588.0,0.0002018219653193401,0.9705802688917101
0,3057,"Drinks and alcohol consumption with emphasis on preparation, taste, and ingredients.",0.7652,2348.0,0.0038680328920561503,0.7434595134960995
0,3057,Medical leadership and healthcare systems in educational and professional contexts,0.4247,5753.0,0.4123154553643159,-0.25734615146465367
0,3057,"Nuclear fission, radiation, thermal energy, and criticality in power plant contexts.",0.4777,5223.0,0.8084648525226754,-0.11857507320351879
0,3057,"Nuclear weapons, testing, and waste, along with their environmental and health impacts, in the context of indigenous rights and land sovereignty.",0.5435,4565.0,0.6359460452417312,0.05105715483071434
0,3057,Product descriptions involving physical goods and health-related items with specific features and attributes.,0.49229999999999996,5077.0,0.933577688445017,-0.07786575062434996
0,5085,"Outdoor activities in natural settings, particularly hiking, trekking, and related travel experiences, often involving exploration, physical challenges, and cultural or scenic elements.",0.8220999999999999,1779.0,0.00045041042572776217,1.1887865569891318
0,5085,"Transportation design and visual branding in industries involving movement, transformation, and structural innovation.",0.2371,7629.0,0.004187635404386781,-0.7638411910475321
0,5085,"Kitchen appliances, specifically dishwashers, and their components, particularly rinse aid dispensers and dishwashers.",0.6237,3763.0,0.17793870911521292,0.21264235779437546
0,5085,Legal system operations in specific locations  Academic pursuit of neuroscience and mental health  Language and dialect variations in communication  Formation and impact of habitual thought patterns  Mindfulness and personal development through reflection  Educational requirements and career progression in teaching  Event planning and social gatherings  Spiritual inquiry and self-realization  Geographic and cultural characteristics of regions  Legal conditions and probationary terms  Writing routines and creative processes  Consumer goods and storage solutions for preparedness  Essay writing and academic assistance  Theatrical and artistic performances  Insurance and financial planning  Political and diplomatic relations  Animal intrusion prevention and home safety  Chimney maintenance and wildlife management,0.3226,6774.0,0.05333803081859778,-0.4943743280829774
0,5085,"Geopolitical conflict in Afghanistan, shifts in political power, and humanitarian efforts in volatile regions.",0.1732,8268.0,0.00037107892805576326,-0.8310504346065167
0,4679,"Dates and numerical values in temporal contexts, with emphasis on years and times.",0.9849,151.0,1.2757730170965155e-07,4.090399961158451
0,4679,Temporal references and general terms related to completion or engagement in tasks.,0.9914,86.0,8.645621026039616e-08,5.250687516328479
0,4679,Temporal references and directive language in institutional or procedural contexts.,0.9884999999999999,115.0,1.029075356074078e-07,4.633425508614556
0,4679,"Spatial positioning with emphasis on subterranean or foundational aspects, numerical indicators of size or year, and promotional or descriptive language in commercial contexts.",0.9952,48.0,6.871162701944456e-08,5.997207327885314
0,4679,"Feast, session feedback, promotions, gratitude, track keywords, search suggestions, sandals, beauty, luck, early history, food service, new experiences, expired domain, tech and design, evil humor, font resources",0.9819,181.0,1.5242287894889437e-07,3.7471738865009874
20,328,"The neuron activates in response to phrases that indicate the presence of a reference or link to additional information, particularly in the context of lists, schedules, descriptions, or directions. It is commonly triggered by prepositions or verbs that introduce a destination, explanation, or source of further details, such as ""for,"" ""to,"" ""on,"" or ""here."" These are often associated with headings, titles, or introductory statements that set up a structure for presenting more content. The neuron also responds to words or phrases that introduce specific categories, locations, or entities, especially when they serve as navigational or organizational elements within a text.",0.9911,89.0,8.803222398386974e-08,3.821626165680148
20,328,"Academic, educational, and informational contexts involving structured references, terminology related to language, and concepts of representation or authorization.",0.9972,28.0,6.084592210256089e-08,4.746947495675411
20,328,"Products, specifications, and features in technical or commercial contexts.",0.9946,54.0,7.125753700651079e-08,4.262854818666065
20,328,"Instructions for accessing or utilizing a service, often involving digital or online platforms, including applications, browsers, and cloud solutions, with emphasis on practical steps, requirements, or procedures.",0.9456,544.0,1.2091578490245916e-06,2.037185335361786
20,328,"Instructions, guidance, or information sources for users to follow or refer to, often indicated by directional cues or references to content placement.",0.9899,101.0,9.461904328935569e-08,3.8352043883614484
20,5789,"Actions taken or planned by entities, particularly in contexts of execution, implementation, or completion of processes or decisions.",0.9986,14.0,5.5866720014493564e-08,5.76197832013576
20,5789,E-commerce product listings with user engagement prompts and casual tone markers.,0.9894000000000001,106.0,9.750217847066736e-08,4.7017562025111825
20,5789,"Location indicators and expressions of inclusion or completion in spatial, temporal, or categorical contexts.",0.9969,31.0,6.196751182416256e-08,5.536217597982626
20,5789,"Actions related to completing or undertaking tasks, involvement in activities, or participation in events, often specified by time, role, or requirement.",0.9802,198.0,1.6851578218297106e-07,3.67334864691193
20,5789,"Actions, creation, execution, and engagement in activities or tasks.",0.9892,108.0,9.867908716679387e-08,4.658704330918322
20,4268,"User interaction, choice, and access to resources.",0.46940000000000004,5306.0,0.7392604159259182,-0.3017499119869971
20,4268,Responsibility assignment and conditional obligations in transactional or service contexts,0.8135999999999999,1864.0,0.0006354092651456323,0.831315481980145
20,4268,"Instructions for achieving a desired outcome, emphasizing preparation, selection, and execution of specific actions or items.",0.7354,2646.0,0.010345378578157254,0.48923678142601323
20,4268,User agency in decision-making and compliance with rules or conditions.,0.4174,5826.0,0.3684625314072375,-0.38647056911811717
20,4268,"Pregnancy-related health considerations, including dental care and nutrition, are emphasized alongside responsibilities and obligations in property management, legal proceedings, and financial transactions. The texts highlight guidance for individuals navigating personal, professional, and community-related decisions, often involving compliance, maintenance, or service provision.",0.6636,3364.0,0.07477740888459525,0.19616300021743188
20,2988,"Personal pronouns indicating first-person identity, familial relations, and possessive markers in narrative contexts.",0.28180000000000005,7182.0,0.017469352138001666,-0.6509328178967743
20,2988,"Concepts of personal identity, self-perception, and individuality, with emphasis on distinguishing oneself from others, maintaining authenticity, and resisting external influence.",0.8568,1432.0,0.00010162367345819428,1.0576726297797487
20,2988,"Describing the patterns of activation across the provided texts, the neuron appears to respond to recurring linguistic structures that are typically associated with technical, procedural, or explanatory content. These patterns are characterized by a high frequency of prepositions, conjunctions, and grammatical markers that often appear in structured or instructional contexts. The neuron is particularly sensitive to the use of definite and indefinite articles (e.g., ""the"", ""a""), verbs of action and connection (e.g., ""to"", ""for"", ""into""), and punctuation that signals continuation or clarification (e.g., commas, parentheses). These elements are commonly found in technical documentation, user guides, or explanatory texts where precise communication and logical sequencing are essential. The neuron's activation is likely tied to the syntactic structure and functional roles of these elements in organizing and conveying information in a clear and methodical manner.",0.5267,4733.0,0.7715533860749406,-0.05827289188739076
20,2988,"questioning about personal qualifications and future plans, seeking to understand motivations and suitability for opportunities or roles",0.7864,2136.0,0.001810379647709065,0.6968302644747624
20,2988,"Describing the patterns in the given texts, the highlighted spans indicate a focus on **specific roles, achievements, and affiliations of individuals within structured contexts**. These include **mentions of positions, responsibilities, and recognitions in professional, academic, or public domains**. The neuron appears to activate when it encounters **formal titles, qualifications, affiliations, and accomplishments**, especially in relation to **individuals, organizations, or institutions**. The context often involves **biographical, professional, or journalistic descriptions** where **individuals are introduced or evaluated in terms of their roles, contributions, and impacts**. This includes **awards, leadership roles, educational backgrounds, and public service**. The neuron also seems to respond to **structured lists, credentials, and official designations**, suggesting an emphasis on **formal recognition and institutional validation**.",0.6292,3708.0,0.15941263475980938,0.21572805600587577
20,4683,Ownership relations in property contexts with emphasis on legal and administrative attributions,0.7555000000000001,2445.0,0.005385056683250481,0.7390187521151603
20,4683,"Concepts of autonomy, self-determination, and independence, particularly in political, personal, and communal contexts, alongside the challenges and responsibilities that come with such autonomy.",0.36119999999999997,6388.0,0.1306257698027096,-0.4698175606901582
20,4683,"Academic and scholarly publishing processes, particularly involving peer review and open-access platforms, as well as the integration of digital tools and community feedback in evaluating and disseminating research.",0.575,4250.0,0.41418144752802666,0.06304212223744306
20,4683,"Dates, numerical identifiers, and references to legal, administrative, or procedural frameworks within institutional or governmental contexts.",0.4302,5698.0,0.4473114196501492,-0.18870073021958578
20,4683,"Quartz gemstone varieties and their characteristics, including color, naming conventions, and detailed descriptions of specific types like Amethyst, Citrine, and Smoky Quartz.",0.9655999999999999,344.0,3.9360488869478394e-07,2.1417904294890486
20,6045,"Professional sports teams, cities, and leagues in the context of competitive outcomes and events.",0.4968,5032.0,0.9726233427210386,-0.22042734347878634
20,6045,"Tracking and fulfilling promises, particularly in political and public service contexts, and the importance of accountability and follow-through.",0.517,4830.0,0.8534917474316495,-0.1957262161679868
20,6045,Automated script execution and configuration management for system processes and user access control.,0.4936,5064.0,0.9448453013044621,-0.241687913517331
20,6045,"Creating and managing environments, systems, or structures using specific tools, methods, or platforms, often involving configuration, automation, or customization.",0.7121999999999999,2878.0,0.02081577242182578,0.3745394980541516
20,6045,"instructions for creating something, with an emphasis on steps, materials, and specific actions to be taken",0.7024,2976.0,0.027486293564544052,0.49369088155608537
20,5741,"Expressions of enthusiasm and excitement, particularly in the context of new launches, events, or personal experiences.",0.9748999999999999,251.0,2.2993920450400245e-07,3.0613969841876334
20,5741,"Marketing offers, product listings, and service promotions with price, location, and availability details.",0.9906,94.0,9.072092372140264e-08,4.033654366443973
20,5741,"Assistance or communication with individuals or entities, availability or willingness to respond, and references to contact methods or support.",0.9814999999999998,185.0,1.5607010670551728e-07,3.4357790977263694
20,5741,"Communication of information through structured formats such as lists, dates, and technical specifications, particularly in academic, journalistic, or institutional contexts.",0.9779,221.0,1.9292385371945532e-07,3.223769340913389
20,5741,Organizational details and location information in commercial or community contexts.,0.9897,103.0,9.576225411624417e-08,4.02168436246869
20,5662,"Requesting assistance, providing contact information, specifying requirements for access or participation, and offering support for accessibility or inclusion.",0.9988,12.0,5.51884581828221e-08,5.81343961483644
20,5662,"Instructions for preparing food, crafting, or assembling items with specific tools or techniques.",0.9959,41.0,6.585267925979239e-08,4.985904791345391
20,5662,"Instructions, engagement prompts, and interactive content in social or community contexts.",0.9935999999999999,64.0,7.570508474525785e-08,4.2945221189138145
20,5662,"Information retrieval, site navigation, and content availability on a platform.",0.9799,201.0,1.7152128092551553e-07,3.3026594821515913
20,5662,"Methods of reaching out, ways of contacting, means of communication, requesting assistance, digital or physical connection, contacting via electronic or telephonic means, reaching out for support, initiating contact, forms of getting in touch, communication tools, ways to get help, contacting through platforms, requesting verification, confirming details, digital documentation, sharing information, using electronic forms, providing data, submitting information, handling communication issues, guiding through procedures, explaining processes, setting up connections, managing data, ensuring contact availability, handling inquiries, assisting with requests.",0.9963,37.0,6.427109531302687e-08,4.718822917208417
20,2679,"The neuron activates in response to tokens that typically appear in the context of instructions, procedures, or system-related actions, particularly those involving user interaction, permissions, assignments, and scheduling. The neuron is sensitive to tokens that indicate the assignment of tasks or responsibilities to individuals, calendar-related actions, granting or requesting permissions, and the use of digital tools or platforms. It also activates on tokens that refer to actions taken by the user, such as choosing options, clicking, or providing information. The neuron is particularly attuned to tokens that appear in the context of integrating systems, managing access, or handling administrative tasks.",0.9974,26.0,6.010914989508201e-08,5.174560529452263
20,2679,"Indicative of temporal or procedural markers, references to specific moments, events, or structured occurrences.",0.989,110.0,9.98697416201175e-08,4.676113500588527
20,2679,"Indicates a list or form with multiple entries, often used for structured data collection or user interaction, particularly in contexts involving questions, options, or responses.",0.9987,13.0,5.552658549556701e-08,6.0290881902237885
20,2679,"Setting or resetting default values for actions, behaviors, or configurations in a system or process.",1.0,0.0,5.1283388415865974e-08,6.722585077322831
20,2679,"A neuron that activates in response to the initiation or emphasis of actions, experiences, or features in product descriptions and casual expressions, particularly in the context of personal engagement, utility, and emotional appeal.",0.9959,41.0,6.585267925979239e-08,5.080439137419217
20,2869,"Protection of body parts, enhancement of appearance, and preparation for use or activity.",0.9968,32.0,6.234580697146196e-08,4.963870185132534
20,2869,"Facilitating assistance, ensuring ease of access, and enabling personal or familial connection through services, communication, or experiences.",0.9949,51.0,6.997336708859392e-08,4.612392214459381
20,2869,"Media events and schedules, travel logs, time-related updates, entertainment releases, and public appearances.",0.9924999999999999,75.0,8.09078951042024e-08,4.629366521509978
20,2869,"Health-related concerns, medical expenses, and personal well-being are central themes, often involving financial implications and emotional impact.",0.9996,4.0,5.255433869802383e-08,5.7759067005054145
20,2869,"The neuron activates in response to tokens that indicate actions, requests, or references to creating, ordering, or replacing items, as well as to tokens related to practice, preparation, or personalization in educational or recreational contexts.",0.9727,273.0,2.613527892528248e-07,2.9052426109680627
